web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Dalot,Diogo,Dalot Teixeira,MUN,Defender,102.0,3.9,4.8,Mid,1.0,2.0,116.0,6.3,2152.0,19.0,10.0,0.42,418.6,1.53,0.06,4.02,0.16,2.49,34.27,1.43,0.1,34.0,1.42,469.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,24.0,1.0,272.0,0.4,21.2,6.0,3.0
B.Williams,Brandon,Williams,MUN,Defender,0.0,0.0,3.7,Budget,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elanga,Anthony,Elanga,MUN,Midfielder,23.0,1.4,4.6,Budget,0.0,1.0,28.7,0.4,417.0,0.0,2.0,0.43,78.8,0.98,0.21,1.63,0.35,0.65,4.79,1.03,0.14,2.0,0.43,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,5.0,1.08,162.0,0.0,5.0,0.0,1.0
Martial,Anthony,Martial,MUN,Forward,66.0,3.1,6.3,Mid,6.0,3.0,85.4,2.9,970.0,4.0,7.0,0.65,179.0,1.46,0.14,7.49,0.7,6.03,13.57,1.26,0.56,8.0,0.74,305.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0,11.0,1.02,376.0,0.5,10.5,0.0,9.0
Pellistri,Facundo,Pellistri Rebollo,MUN,Midfielder,4.0,1.0,4.3,Budget,0.0,0.0,0.6,0.0,60.0,0.0,0.0,0.0,1.7,0.02,0.03,0.02,0.03,0.0,0.78,1.17,0.0,1.0,1.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,2.0,0.0,0.9,0.0,0.0
Heaton,Tom,Heaton,MUN,Goalkeeper,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malacia,Tyrell,Malacia,MUN,Defender,62.0,2.8,4.2,Budget,0.0,0.0,41.1,1.9,1391.0,8.0,7.0,0.45,125.8,0.71,0.05,0.94,0.06,0.23,19.21,1.24,0.01,14.0,0.91,206.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,14.0,0.91,77.0,0.3,14.8,6.0,0.0
Eriksen,Christian,Eriksen,MUN,Midfielder,103.0,3.7,6.2,Mid,1.0,9.0,132.8,2.5,2046.0,8.0,13.0,0.57,564.3,3.49,0.15,8.28,0.36,4.79,26.02,1.14,0.21,25.0,1.1,420.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,25.0,1.1,344.0,0.5,16.6,3.0,10.0
Martínez,Lisandro,Martínez,MUN,Defender,81.0,3.0,4.4,Budget,1.0,0.0,76.7,4.7,2113.0,6.0,9.0,0.38,110.4,1.02,0.04,1.48,0.06,0.46,32.52,1.39,0.02,33.0,1.41,571.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,24.0,1.02,82.0,0.0,18.4,6.0,1.0
Amad,Amad,Diallo,MUN,Midfielder,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iqbal,Zidane,Iqbal,MUN,Midfielder,0.0,0.0,4.2,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garnacho,Alejandro,Garnacho,MUN,Midfielder,39.0,2.1,4.1,Budget,3.0,2.0,47.9,1.5,557.0,0.0,0.0,0.0,58.5,0.95,0.15,3.92,0.63,2.97,8.02,1.3,0.48,13.0,2.1,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,5.0,0.81,266.0,0.3,9.5,3.0,5.0
Casemiro,Carlos Henrique,Casimiro,MUN,Midfielder,87.0,3.1,4.9,Budget,4.0,3.0,131.1,2.4,2122.0,10.0,10.0,0.42,393.0,3.82,0.16,7.31,0.31,3.49,29.3,1.24,0.15,22.0,0.93,638.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,124.0,24.0,1.02,278.0,0.8,17.8,7.0,7.0
Antony,Antony Matheus,dos Santos,MUN,Midfielder,82.0,3.3,7.3,High,4.0,2.0,137.1,3.4,1803.0,4.0,12.0,0.6,421.0,2.42,0.12,9.07,0.45,6.65,25.37,1.27,0.33,21.0,1.05,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,23.0,1.15,633.0,0.3,11.2,5.0,6.0
Kovár,Matej,Kovár,MUN,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mainoo,Kobbie,Mainoo,MUN,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,1.3,0.0,10.0,0.0,0.0,0.0,0.8,0.07,0.63,0.07,0.63,0.0,0.25,2.25,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,6.0,0.0,0.2,0.0,0.0
Bishop,Nathan,Bishop,MUN,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoretire,Shola,Shoretire,MUN,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennett,Rhys,Bennett,MUN,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weghorst,Wout,Weghorst,MUN,Forward,24.0,1.4,5.4,Budget,0.0,1.0,42.1,0.3,790.0,0.0,4.0,0.46,183.7,1.16,0.13,3.18,0.36,2.02,14.6,1.66,0.23,11.0,1.25,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,10.0,1.14,140.0,0.1,4.4,1.0,1.0
Sabitzer,Marcel,Sabitzer,MUN,Midfielder,25.0,2.3,4.7,Budget,0.0,1.0,32.5,0.1,622.0,0.0,5.0,0.72,138.9,1.2,0.17,1.94,0.28,0.74,11.08,1.6,0.11,7.0,1.01,100.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,7.0,1.01,84.0,0.1,5.3,1.0,1.0
Jurado,Marc,Jurado Gomez,MUN,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon,Anthony,Gordon,NEW,Midfielder,68.0,2.1,5.1,Budget,4.0,0.0,99.8,0.9,1574.0,5.0,4.0,0.23,215.3,1.29,0.07,6.02,0.34,4.73,25.18,1.44,0.27,18.0,1.03,265.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,16.0,0.91,517.0,0.5,13.3,7.0,4.0
Ritchie,Matt,Ritchie,NEW,Defender,7.0,1.0,4.2,Budget,0.0,0.0,2.8,0.1,35.0,0.0,0.0,0.0,17.2,0.05,0.13,0.05,0.13,0.0,0.9,2.31,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,0.0,2.0,0.0,1.7,0.0,0.0
Fernández,Federico,Fernández,NEW,Defender,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark,Ciaran,Clark,NEW,Defender,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darlow,Karl,Darlow,NEW,Goalkeeper,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dubravka,Martin,Dubravka,NEW,Goalkeeper,11.0,5.5,4.1,Mid,0.0,0.0,2.9,0.4,156.0,1.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.92,0.0,1.0,0.58,29.4,0.0,0.0,0.0,0.0,0.0,10.0,5.77,285.0,1.0,0.58,0.0,0.1,2.7,0.0,0.0
Wilson,Callum,Wilson,NEW,Forward,157.0,5.1,7.3,High,18.0,6.0,200.4,17.2,1870.0,20.0,10.0,0.48,271.0,2.11,0.1,18.54,0.89,16.43,21.93,1.06,0.79,16.0,0.77,720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,21.0,1.01,1020.0,0.9,21.5,4.0,24.0
Trippier,Kieran,Trippier,NEW,Defender,198.0,5.2,6.0,Premium,1.0,9.0,284.3,62.4,3342.0,39.0,16.0,0.43,1818.5,12.03,0.32,12.88,0.34,0.85,38.41,1.03,0.02,31.0,0.83,904.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,1.02,117.0,0.6,33.0,5.0,10.0
Burn,Dan,Burn,NEW,Defender,129.0,3.4,4.5,Budget,1.0,0.0,104.8,4.3,3109.0,6.0,14.0,0.41,230.4,1.28,0.04,3.4,0.1,2.12,36.33,1.05,0.06,30.0,0.87,550.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,35.0,1.01,265.0,0.7,28.7,5.0,1.0
Fraser,Ryan,Fraser,NEW,Midfielder,11.0,1.4,5.2,Budget,0.0,0.0,17.2,0.1,308.0,0.0,1.0,0.29,74.0,0.25,0.07,0.56,0.16,0.31,3.34,0.98,0.09,3.0,0.88,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,3.0,0.88,70.0,0.0,2.1,1.0,0.0
Lascelles,Jamaal,Lascelles,NEW,Defender,3.0,0.7,4.3,Budget,0.0,0.0,5.4,0.1,214.0,0.0,0.0,0.0,0.9,0.01,0.0,0.12,0.05,0.11,4.34,1.83,0.05,5.0,2.1,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,2.0,0.84,13.0,0.0,0.7,4.0,0.0
Gayle,Dwight,Gayle,NEW,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dummett,Paul,Dummett,NEW,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manquillo,Javier,Manquillo Gaitán,NEW,Defender,4.0,1.0,4.2,Budget,0.0,0.0,2.0,0.1,34.0,0.0,0.0,0.0,5.5,0.01,0.03,0.01,0.03,0.0,0.97,2.57,0.0,1.0,2.65,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Krafth,Emil,Krafth,NEW,Defender,1.0,1.0,4.3,Budget,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Murphy,Jacob,Murphy,NEW,Midfielder,78.0,2.2,4.2,Budget,4.0,2.0,98.9,3.2,1230.0,2.0,3.0,0.22,302.5,2.95,0.22,6.41,0.47,3.46,16.13,1.18,0.25,12.0,0.88,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,14.0,1.02,410.0,0.2,18.6,0.0,6.0
Schär,Fabian,Schär,NEW,Defender,139.0,3.9,5.1,High,1.0,3.0,144.1,14.4,3207.0,6.0,15.0,0.42,263.9,2.05,0.06,6.68,0.19,4.63,36.65,1.03,0.13,28.0,0.79,653.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,28.0,36.0,1.01,521.0,0.3,27.3,7.0,4.0
Targett,Matt,Targett,NEW,Defender,35.0,2.1,4.7,Mid,0.0,0.0,24.8,0.5,600.0,2.0,3.0,0.45,141.9,0.67,0.1,0.68,0.1,0.01,6.79,1.02,0.0,6.0,0.9,97.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,6.0,0.9,8.0,0.1,7.4,1.0,0.0
Saint-Maximin,Allan,Saint-Maximin,NEW,Midfielder,66.0,2.6,6.1,Mid,1.0,6.0,98.2,3.1,1109.0,4.0,4.0,0.32,344.1,2.59,0.21,4.19,0.34,1.6,13.91,1.13,0.13,14.0,1.14,266.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,12.0,0.97,370.0,0.2,10.8,1.0,7.0
Almirón,Miguel,Almirón Rejala,NEW,Midfielder,158.0,4.6,5.4,Budget,11.0,4.0,187.5,12.8,2487.0,15.0,15.0,0.54,424.0,3.0,0.11,11.03,0.4,8.03,28.35,1.03,0.29,22.0,0.8,599.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,1.05,849.0,0.4,29.3,2.0,15.0
S.Longstaff,Sean,Longstaff,NEW,Midfielder,93.0,2.8,4.3,Budget,1.0,5.0,116.8,1.0,2514.0,2.0,13.0,0.47,372.0,2.57,0.09,5.87,0.21,3.3,27.57,0.99,0.12,18.0,0.64,385.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,28.0,1.0,408.0,0.1,21.6,2.0,6.0
Joelinton,Joelinton Cássio,Apolinário de Lira,NEW,Midfielder,115.0,3.6,6.0,Mid,6.0,5.0,167.3,2.0,2660.0,10.0,11.0,0.37,413.1,1.9,0.06,9.01,0.3,7.11,32.27,1.09,0.24,26.0,0.88,603.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,135.0,30.0,1.02,655.0,0.2,19.2,12.0,11.0
Lewis,Jamal,Lewis,NEW,Defender,2.0,1.0,4.4,Budget,0.0,0.0,0.6,0.1,9.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.05,10.5,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0
Willock,Joe,Willock,NEW,Midfielder,123.0,3.5,4.7,Budget,3.0,7.0,174.9,1.2,2556.0,11.0,12.0,0.42,547.0,4.29,0.15,11.59,0.41,7.3,29.62,1.04,0.26,26.0,0.92,520.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,31.0,1.09,680.0,0.4,26.2,1.0,10.0
Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,NEW,Midfielder,107.0,3.3,5.5,Budget,4.0,5.0,153.6,2.9,2727.0,5.0,12.0,0.4,631.8,3.72,0.12,6.54,0.21,2.82,29.82,0.98,0.09,25.0,0.83,617.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,32.0,1.06,284.0,0.5,19.5,7.0,9.0
Hendrick,Jeff,Hendrick,NEW,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pope,Nick,Pope,NEW,Goalkeeper,157.0,4.2,5.4,Premium,0.0,0.0,72.9,18.0,3261.0,14.0,14.0,0.39,20.0,0.01,0.0,0.01,0.0,0.0,39.44,1.09,0.0,32.0,0.88,709.6,0.0,0.0,0.0,2.0,1.0,87.0,2.4,17.0,37.0,1.02,0.0,0.6,29.1,3.0,0.0
Botman,Sven,Botman,NEW,Defender,129.0,3.6,4.5,Budget,0.0,2.0,98.1,6.9,3127.0,8.0,13.0,0.37,120.1,1.09,0.03,3.84,0.11,2.75,38.0,1.09,0.08,30.0,0.86,554.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,35.0,1.01,303.0,0.7,28.7,2.0,2.0
Anderson,Elliot,Anderson,NEW,Midfielder,30.0,1.4,4.3,Budget,0.0,1.0,36.5,0.1,395.0,2.0,1.0,0.23,114.7,1.45,0.33,2.59,0.59,1.14,6.03,1.37,0.26,7.0,1.59,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,3.0,0.68,180.0,0.5,7.0,0.0,1.0
Ashby,Harrison,Ashby,NEW,Defender,0.0,0.0,3.8,Budget,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isak,Alexander,Isak,NEW,Forward,100.0,4.5,7.0,High,10.0,2.0,141.1,12.7,1520.0,18.0,4.0,0.24,244.1,1.37,0.08,9.48,0.56,8.11,18.67,1.11,0.48,20.0,1.18,475.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,17.0,1.01,693.0,0.5,14.3,3.0,12.0
Karius,Loris,Karius,NEW,Goalkeeper,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuol,Garang,Kuol,NEW,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miley,Lewis,Miley,NEW,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.51,0.08,0.87,5.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Gillespie,Mark,Gillespie,NEW,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N.Williams,Neco,Williams,NFO,Defender,54.0,1.7,3.8,Budget,1.0,1.0,84.0,12.1,1872.0,1.0,4.0,0.19,257.3,1.22,0.06,2.46,0.12,1.24,39.55,1.9,0.06,41.0,1.97,372.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,20.0,0.96,209.0,0.0,14.2,7.0,2.0
Shelvey,Jonjo,Shelvey,NFO,Midfielder,16.0,1.5,4.8,Budget,0.0,0.0,16.3,0.0,573.0,0.0,1.0,0.16,102.1,0.66,0.1,0.85,0.13,0.19,11.62,1.83,0.03,11.0,1.73,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,6.0,0.94,11.0,0.0,3.3,2.0,0.0
Wood,Chris,Wood,NFO,Forward,53.0,2.1,5.6,Mid,3.0,0.0,39.3,0.5,807.0,7.0,4.0,0.45,82.1,0.37,0.04,3.08,0.34,2.71,11.8,1.32,0.3,9.0,1.0,145.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,9.0,1.0,169.0,0.0,9.5,0.0,3.0
Arter,Harry,Arter,NFO,Midfielder,0.0,0.0,4.1,Budget,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook,Steve,Cook,NFO,Defender,20.0,1.7,4.3,Budget,0.0,0.0,24.4,0.1,956.0,0.0,2.0,0.19,39.3,0.59,0.06,0.72,0.07,0.13,15.15,1.43,0.01,21.0,1.98,177.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,11.0,1.04,28.0,0.0,4.7,4.0,0.0
Lyle Taylor,Lyle,Taylor,NFO,Forward,0.0,0.0,4.1,Budget,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colback,Jack,Colback,NFO,Midfielder,14.0,1.3,4.1,Budget,0.0,0.0,9.9,0.7,492.0,0.0,0.0,0.0,33.7,0.15,0.03,0.15,0.03,0.0,9.82,1.8,0.0,11.0,2.01,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,4.0,0.73,2.0,0.0,3.4,0.0,0.0
Samba,Brice,Samba,NFO,Goalkeeper,0.0,0.0,4.5,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cafú,Carlos,Ribeiro Dias,NFO,Midfielder,1.0,1.0,4.2,Budget,0.0,0.0,0.3,0.3,6.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.21,3.15,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Lolley,Joe,Lolley,NFO,Midfielder,0.0,0.0,4.9,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McKenna,Scott,McKenna,NFO,Defender,40.0,2.0,4.4,Budget,0.0,0.0,41.8,0.1,1570.0,0.0,5.0,0.29,93.9,0.42,0.02,0.49,0.02,0.07,28.95,1.66,0.0,32.0,1.83,278.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,19.0,1.09,46.0,0.0,9.1,4.0,0.0
Dräger,Mohamed,Dräger,NFO,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yates,Ryan,Yates,NFO,Midfielder,53.0,2.0,5.0,Budget,0.0,3.0,53.1,0.0,1833.0,0.0,5.0,0.25,97.3,0.43,0.02,2.42,0.12,1.99,29.34,1.44,0.1,36.0,1.77,206.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,21.0,1.03,233.0,0.4,10.6,5.0,3.0
Worrall,Joe,Worrall,NFO,Defender,61.0,2.0,4.2,Budget,1.0,0.0,62.5,0.1,2215.0,2.0,5.0,0.2,66.4,0.55,0.02,1.4,0.05,0.85,44.46,1.81,0.03,44.0,1.79,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,21.0,0.85,92.0,0.5,14.5,6.0,1.0
Panzo,Jonathan,Panzo,NFO,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xande Silva,Xande,Nascimento da Costa Silva,NFO,Midfielder,0.0,0.0,5.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surridge,Sam,Surridge,NFO,Forward,26.0,1.3,4.6,Budget,1.0,0.0,15.7,0.7,306.0,3.0,0.0,0.0,15.9,0.02,0.01,1.73,0.51,1.71,8.6,2.53,0.5,5.0,1.47,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,1.0,0.29,92.0,0.1,5.7,2.0,1.0
Laryea,Richie,Laryea,NFO,Defender,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
